date,type,value
05-12-19 6:45:40,2,2602
05-12-19 6:45:41,1,4452
05-12-19 6:45:44,1,3891
05-12-19 6:45:45,3,2955
05-12-19 6:45:47,1,1567
05-12-19 6:45:48,2,3070
05-12-19 6:45:49,2,3643
05-12-19 6:45:50,3,2461
05-12-19 6:45:50,2,1934
05-12-19 6:45:50,2,4535
05-12-19 6:45:53,4,3592
05-12-19 6:45:54,4,2381
05-12-19 6:45:56,1,2815
05-12-19 6:45:56,3,4334
05-12-19 6:45:58,3,2777
05-12-19 6:46:00,3,3375
05-12-19 6:46:00,1,1634
05-12-19 6:46:02,1,2417
05-12-19 6:46:03,1,1905
05-12-19 6:46:04,1,1579
05-12-19 6:46:05,4,3856
05-12-19 6:46:06,2,4389
05-12-19 6:46:06,1,3947
05-12-19 6:46:07,2,1657
05-12-19 6:46:07,2,4522
05-12-19 6:46:11,2,4324
05-12-19 6:46:12,1,4461
05-12-19 6:46:13,2,2474
05-12-19 6:46:14,3,4450
05-12-19 6:46:15,1,1505
05-12-19 6:46:16,4,4239
05-12-19 6:46:16,2,4461
05-12-19 6:46:17,4,2123
05-12-19 6:46:21,1,4441
05-12-19 6:46:21,2,4348
05-12-19 6:46:23,1,4445
05-12-19 6:46:27,1,4480
05-12-19 6:46:29,4,2052
05-12-19 6:46:33,4,2661
05-12-19 6:46:34,2,4094
05-12-19 6:46:35,2,3643
05-12-19 6:46:37,2,3037
05-12-19 6:46:37,1,3949
05-12-19 6:46:38,1,3536
05-12-19 6:46:39,1,3422
05-12-19 6:46:43,2,2982
05-12-19 6:46:44,1,3878
05-12-19 6:46:46,3,1588
05-12-19 6:46:47,1,1474
05-12-19 6:46:48,1,1927
05-12-19 6:46:51,3,4432
05-12-19 6:46:52,1,4407
05-12-19 6:46:56,3,4232
05-12-19 6:46:57,1,4442
05-12-19 6:46:58,3,4250
05-12-19 6:47:01,3,2944
05-12-19 6:47:01,1,3653
05-12-19 6:47:03,2,2955
05-12-19 6:47:06,3,1955
05-12-19 6:47:07,1,1457
05-12-19 6:47:07,3,1549
05-12-19 6:47:10,3,2300
05-12-19 6:47:19,1,3462
05-12-19 6:47:19,1,4187
05-12-19 6:47:22,2,2262
05-12-19 6:47:22,2,1962
05-12-19 6:47:22,4,4086
05-12-19 6:47:22,2,2573
05-12-19 6:47:23,2,2259
05-12-19 6:47:23,4,2263
05-12-19 6:47:24,2,2267
05-12-19 6:47:26,2,3552
05-12-19 6:47:26,2,1851
05-12-19 6:47:29,2,2790
05-12-19 6:47:32,3,2920
05-12-19 6:47:32,1,2674
05-12-19 6:47:32,2,2779
05-12-19 6:47:34,4,3112
05-12-19 6:47:34,1,3110
05-12-19 6:47:35,2,3625
05-12-19 6:47:38,2,3840
05-12-19 6:47:41,4,2469
05-12-19 6:47:42,1,3434
05-12-19 6:47:42,4,1608
05-12-19 6:47:42,1,1669
05-12-19 6:47:43,1,2813
05-12-19 6:47:44,2,3520
05-12-19 6:47:46,1,1999
05-12-19 6:47:47,1,2909
05-12-19 6:47:48,3,4507
05-12-19 6:47:48,2,2017
05-12-19 6:47:49,1,3585
05-12-19 6:47:52,2,4397
05-12-19 6:47:52,1,2414
05-12-19 6:47:56,4,4362
05-12-19 6:48:02,1,1597
05-12-19 6:48:02,2,1899
05-12-19 6:48:03,3,3498
05-12-19 6:48:03,2,4331
05-12-19 6:48:04,3,2909
05-12-19 6:48:11,3,1853
05-12-19 6:48:13,3,3190
05-12-19 6:48:14,3,2695
05-12-19 6:48:15,2,4395
05-12-19 6:48:16,2,4458
05-12-19 6:48:20,2,2454
05-12-19 6:48:20,2,2624
05-12-19 6:48:21,4,2475
05-12-19 6:48:23,3,3744
05-12-19 6:48:23,2,3496
05-12-19 6:48:24,1,3951
05-12-19 6:48:24,4,2116
05-12-19 6:48:29,1,4014
05-12-19 6:48:30,1,3479
05-12-19 6:48:31,3,2253
05-12-19 6:48:34,4,4431
05-12-19 6:48:34,2,2213
05-12-19 6:48:34,2,4430
05-12-19 6:48:36,1,3958
05-12-19 6:48:36,3,2621
05-12-19 6:48:36,2,4099
05-12-19 6:48:37,3,1736
05-12-19 6:48:40,1,3094
05-12-19 6:48:41,1,4007
05-12-19 6:48:41,2,1482
05-12-19 6:48:43,1,4211
05-12-19 6:48:43,2,1762
05-12-19 6:48:43,3,3432
05-12-19 6:48:45,2,3128
05-12-19 6:48:46,2,4441
05-12-19 6:48:48,4,4053
05-12-19 6:48:48,4,3054
05-12-19 6:48:50,2,3119
05-12-19 6:48:50,3,1587
05-12-19 6:48:50,1,3581
05-12-19 6:48:51,2,4174
05-12-19 6:48:51,4,3146
05-12-19 6:48:51,1,2871
05-12-19 6:48:52,1,4514
05-12-19 6:48:53,3,3146
05-12-19 6:48:56,2,1594
05-12-19 6:48:57,1,1890
05-12-19 6:48:58,1,3034
05-12-19 6:49:04,1,4020
05-12-19 6:49:11,2,4195
05-12-19 6:49:12,1,3199
05-12-19 6:49:12,4,4249
05-12-19 6:49:15,1,4160
05-12-19 6:49:16,3,2840
05-12-19 6:49:16,1,3438
05-12-19 6:49:19,3,2849
05-12-19 6:49:20,2,2755
05-12-19 6:49:22,3,4336
05-12-19 6:49:22,1,2944
05-12-19 6:49:23,3,1790
05-12-19 6:49:23,2,4407
05-12-19 6:49:24,1,2587
05-12-19 6:49:29,2,1599
05-12-19 6:49:31,1,4215
05-12-19 6:49:31,2,2643
05-12-19 6:49:31,1,4376
05-12-19 6:49:34,3,4392
05-12-19 6:49:35,1,4429
05-12-19 6:49:37,1,3935
05-12-19 6:49:39,2,3468
05-12-19 6:49:40,4,1643
05-12-19 6:49:40,2,3410
05-12-19 6:49:42,3,1731
05-12-19 6:49:44,1,3193
05-12-19 6:49:44,2,3195
05-12-19 6:49:46,1,3212
05-12-19 6:49:46,4,1883
05-12-19 6:49:47,1,1594
05-12-19 6:49:51,3,4336
05-12-19 6:49:51,3,2040
05-12-19 6:49:55,4,4262
05-12-19 6:49:57,2,3389
05-12-19 6:49:58,3,4205
05-12-19 6:50:01,1,3900
05-12-19 6:50:02,2,3225
05-12-19 6:50:03,1,4314
05-12-19 6:50:04,1,4529
05-12-19 6:50:08,1,1599
05-12-19 6:50:09,1,2905
05-12-19 6:50:13,2,2458
05-12-19 6:50:13,3,4433
05-12-19 6:50:13,3,3447
05-12-19 6:50:16,2,3679
05-12-19 6:50:19,3,4538
05-12-19 6:50:24,2,3676
05-12-19 6:50:27,2,2427
05-12-19 6:50:28,2,4385
05-12-19 6:50:29,1,4262
05-12-19 6:50:29,4,1849
05-12-19 6:50:30,2,2374
05-12-19 6:50:31,4,4091
05-12-19 6:50:34,2,2676
05-12-19 6:50:38,2,3162
05-12-19 6:50:38,1,1661
05-12-19 6:50:38,2,2075
05-12-19 6:50:38,1,2028
05-12-19 6:50:40,4,4441
05-12-19 6:50:43,1,2049
05-12-19 6:50:45,3,4313
05-12-19 6:50:45,4,3142
05-12-19 6:50:46,2,2425
05-12-19 6:50:47,1,1631
05-12-19 6:50:49,3,3163
05-12-19 6:50:50,2,1508
05-12-19 6:50:52,4,3645
05-12-19 6:50:52,2,1495
05-12-19 6:50:53,2,2851
05-12-19 6:50:53,2,3703
05-12-19 6:50:55,3,2862
05-12-19 6:50:57,2,3143
05-12-19 6:50:58,3,2168
05-12-19 6:50:59,3,1970
05-12-19 6:51:00,2,2653
05-12-19 6:51:00,1,2734
05-12-19 6:51:02,3,4544
05-12-19 6:51:06,1,2196
05-12-19 6:51:06,4,4432
05-12-19 6:51:11,3,3101
05-12-19 6:51:11,1,1501
05-12-19 6:51:11,1,4427
05-12-19 6:51:12,4,3394
05-12-19 6:51:12,1,3106
05-12-19 6:51:12,1,4480
05-12-19 6:51:20,2,4346
05-12-19 6:51:20,4,1807
05-12-19 6:51:23,3,3051
05-12-19 6:51:23,2,4557
05-12-19 6:51:23,1,4571
05-12-19 6:51:23,2,2784
05-12-19 6:51:24,3,4033
05-12-19 6:51:25,1,1575
05-12-19 6:51:25,3,3471
05-12-19 6:51:25,2,1447
05-12-19 6:51:29,2,2985
05-12-19 6:51:30,2,3164
05-12-19 6:51:30,2,3571
05-12-19 6:51:31,2,2452
05-12-19 6:51:32,2,4254
05-12-19 6:51:32,4,4255
05-12-19 6:51:33,2,4436
05-12-19 6:51:33,4,1459
05-12-19 6:51:33,2,3299
05-12-19 6:51:36,4,2992
05-12-19 6:51:37,4,4309
05-12-19 6:51:37,2,2198
05-12-19 6:51:38,4,2067
05-12-19 6:51:40,3,3709
05-12-19 6:51:44,3,2682
05-12-19 6:51:44,1,2681
05-12-19 6:51:44,4,1662
05-12-19 6:51:45,2,2078
05-12-19 6:51:45,2,4560
05-12-19 6:51:47,1,1615
05-12-19 6:51:48,4,2977
05-12-19 6:51:50,2,1596
05-12-19 6:51:50,2,1602
05-12-19 6:51:51,1,4053
05-12-19 6:51:52,2,3484
05-12-19 6:51:53,3,2064
05-12-19 6:51:54,2,2006
05-12-19 6:51:55,2,3544
05-12-19 6:52:00,2,3053
05-12-19 6:52:01,3,3945
05-12-19 6:52:03,1,2142
05-12-19 6:52:04,2,2807
05-12-19 6:52:05,2,2763
05-12-19 6:52:06,1,3281
05-12-19 6:52:07,2,4526
05-12-19 6:52:09,2,2520
05-12-19 6:52:15,2,4441
05-12-19 6:52:17,4,1641
05-12-19 6:52:17,1,2210
05-12-19 6:52:20,1,4473
05-12-19 6:52:24,3,2323
05-12-19 6:52:27,1,1845
05-12-19 6:52:28,4,2547
05-12-19 6:52:29,3,4377
05-12-19 6:52:30,1,1491
05-12-19 6:52:31,3,4469
05-12-19 6:52:32,3,3175
05-12-19 6:52:33,4,3060
05-12-19 6:52:34,1,4369
05-12-19 6:52:34,1,3294
05-12-19 6:52:36,2,4318
05-12-19 6:52:40,2,1845
05-12-19 6:52:41,2,2545
05-12-19 6:52:42,1,4059
05-12-19 6:52:42,2,4347
05-12-19 6:52:44,3,2501
05-12-19 6:52:45,1,2432
05-12-19 6:52:45,2,2766
05-12-19 6:52:45,2,3200
05-12-19 6:52:46,1,3598
05-12-19 6:52:46,2,2073
05-12-19 6:52:48,2,2787
05-12-19 6:52:48,1,2441
05-12-19 6:52:49,2,1554
05-12-19 6:52:52,1,4557
05-12-19 6:52:52,2,2507
05-12-19 6:52:53,2,1602
05-12-19 6:52:54,2,3755
05-12-19 6:52:56,1,1502
05-12-19 6:52:58,1,4541
05-12-19 6:52:59,4,4546
05-12-19 6:53:01,4,4296
05-12-19 6:53:07,4,2130
05-12-19 6:53:07,1,2125
05-12-19 6:53:08,4,1681
05-12-19 6:53:11,2,4372
05-12-19 6:53:11,3,3332
05-12-19 6:53:13,1,4478
05-12-19 6:53:14,1,4487
05-12-19 6:53:15,4,3881
05-12-19 6:53:17,3,4309
05-12-19 6:53:17,1,3126
05-12-19 6:53:19,1,2192
05-12-19 6:53:21,4,4567
05-12-19 6:53:22,2,4174
05-12-19 6:53:22,2,2532
05-12-19 6:53:25,1,3720
05-12-19 6:53:27,3,2992
05-12-19 6:53:28,2,2570
05-12-19 6:53:29,3,3409
05-12-19 6:53:30,3,3234
05-12-19 6:53:33,1,3967
05-12-19 6:53:34,1,2276
05-12-19 6:53:34,2,3068
05-12-19 6:53:35,4,3882
05-12-19 6:53:37,2,2908
05-12-19 6:53:38,2,2742
05-12-19 6:53:38,4,3483
05-12-19 6:53:40,1,2799
05-12-19 6:53:41,1,1600
05-12-19 6:53:42,4,1669
05-12-19 6:53:42,2,3881
05-12-19 6:53:44,4,2332
05-12-19 6:53:45,1,1601
05-12-19 6:53:46,1,2091
05-12-19 6:53:46,2,1489
05-12-19 6:53:49,2,3566
05-12-19 6:53:49,3,2438
05-12-19 6:53:49,4,2439
05-12-19 6:53:51,2,2626
05-12-19 6:53:51,1,1603
05-12-19 6:53:52,3,3261
05-12-19 6:53:54,2,2900
05-12-19 6:53:55,3,3860
05-12-19 6:53:56,4,3577
05-12-19 6:53:57,1,3321
05-12-19 6:54:03,1,4419
05-12-19 6:54:03,1,1786
05-12-19 6:54:05,2,4343
05-12-19 6:54:06,3,4128
05-12-19 6:54:07,3,3969
05-12-19 6:54:09,2,2160
05-12-19 6:54:11,1,2191
05-12-19 6:54:11,1,4254
05-12-19 6:54:11,1,3894
05-12-19 6:54:12,2,1598
05-12-19 6:54:16,2,4424
05-12-19 6:54:16,1,1632
05-12-19 6:54:18,2,2965
05-12-19 6:54:20,4,2252
05-12-19 6:54:20,2,1939
05-12-19 6:54:21,3,4149
05-12-19 6:54:21,2,4249
05-12-19 6:54:21,2,4426
05-12-19 6:54:21,2,4458
05-12-19 6:54:25,3,3610
05-12-19 6:54:25,3,1595
05-12-19 6:54:27,3,3870
05-12-19 6:54:28,2,1668
05-12-19 6:54:28,1,3506
05-12-19 6:54:29,3,3669
05-12-19 6:54:29,1,2006
05-12-19 6:54:29,2,2453
05-12-19 6:54:30,2,1926
05-12-19 6:54:34,1,3021
05-12-19 6:54:36,3,4037
05-12-19 6:54:40,1,4440
05-12-19 6:54:40,1,2085
05-12-19 6:54:41,1,2617
05-12-19 6:54:42,2,3623
05-12-19 6:54:46,3,2225
05-12-19 6:54:46,2,2225
05-12-19 6:54:49,1,2142
05-12-19 6:54:49,1,4144
05-12-19 6:54:50,1,3873
05-12-19 6:54:55,3,4443
05-12-19 6:55:01,3,3199
05-12-19 6:55:05,3,4422
05-12-19 6:55:05,2,4422
05-12-19 6:55:06,4,4424
05-12-19 6:55:06,3,4423
05-12-19 6:55:06,1,4422
05-12-19 6:55:07,1,1500
05-12-19 6:55:07,3,1698
05-12-19 6:55:08,3,1621
05-12-19 6:55:13,4,3448
05-12-19 6:55:14,3,3503
05-12-19 6:55:16,1,4251
05-12-19 6:55:17,4,2745
05-12-19 6:55:17,1,2213
05-12-19 6:55:20,1,3025
05-12-19 6:55:21,4,4433
05-12-19 6:55:21,3,4433
05-12-19 6:55:22,2,4432
05-12-19 6:55:22,3,4466
05-12-19 6:55:22,1,4431
05-12-19 6:55:24,2,2149
05-12-19 6:55:26,2,2178
05-12-19 6:55:29,3,1433
05-12-19 6:55:30,1,4394
05-12-19 6:55:32,3,3346
05-12-19 6:55:34,3,1622
05-12-19 6:55:34,1,1490
05-12-19 6:55:34,1,2983
05-12-19 6:55:38,1,1482
05-12-19 6:55:41,3,4527
05-12-19 6:55:43,1,1906
05-12-19 6:55:44,1,1501
05-12-19 6:55:45,2,2410
05-12-19 6:55:46,1,2978
05-12-19 6:55:48,4,3321
05-12-19 6:55:48,4,1624
05-12-19 6:55:50,2,2222
05-12-19 6:55:51,1,4405
05-12-19 6:55:52,2,1911
05-12-19 6:55:53,3,3725
05-12-19 6:55:53,4,1806
05-12-19 6:55:54,1,3014
05-12-19 6:55:54,1,1482
05-12-19 6:55:58,4,3950
05-12-19 6:55:58,2,1659
05-12-19 6:55:59,2,1692
05-12-19 6:56:00,3,2883
05-12-19 6:56:00,1,4353
05-12-19 6:56:00,4,3486
05-12-19 6:56:01,1,3868
05-12-19 6:56:01,3,4353
05-12-19 6:56:06,4,3712
05-12-19 6:56:06,3,1586
05-12-19 6:56:07,3,3826
05-12-19 6:56:10,3,1762
05-12-19 6:56:10,2,3883
05-12-19 6:56:11,1,1582
05-12-19 6:56:11,2,2645
05-12-19 6:56:11,3,4255
05-12-19 6:56:12,4,2202
05-12-19 6:56:14,4,2573
05-12-19 6:56:15,3,1563
05-12-19 6:56:19,3,3588
05-12-19 6:56:22,1,3249
05-12-19 6:56:24,1,1471
05-12-19 6:56:27,2,4481
05-12-19 6:56:28,1,4488
05-12-19 6:56:29,4,3918
05-12-19 6:56:30,4,3106
05-12-19 6:56:30,3,1543
05-12-19 6:56:33,2,4121
05-12-19 6:56:33,1,4170
05-12-19 6:56:33,2,2067
05-12-19 6:56:36,1,2410
05-12-19 6:56:41,1,4060
05-12-19 6:56:41,4,4327
05-12-19 6:56:41,1,1627
05-12-19 6:56:44,1,3343
05-12-19 6:56:46,2,1622
05-12-19 6:56:46,2,1423
05-12-19 6:56:47,3,3374
05-12-19 6:56:48,3,2438
05-12-19 6:56:49,2,2023
05-12-19 6:56:49,2,2023
05-12-19 6:56:51,1,2538
05-12-19 6:56:55,4,2015
05-12-19 6:56:58,1,2266
05-12-19 6:56:59,2,3029
05-12-19 6:56:59,4,3714
05-12-19 6:57:00,2,3680
05-12-19 6:57:02,2,2243
05-12-19 6:57:03,2,4567
05-12-19 6:57:06,2,3120
05-12-19 6:57:07,3,3838
05-12-19 6:57:07,3,4411
05-12-19 6:57:12,2,2314
05-12-19 6:57:14,2,4470
05-12-19 6:57:14,3,2345
05-12-19 6:57:14,4,2909
05-12-19 6:57:14,1,2678
05-12-19 6:57:15,1,4110
05-12-19 6:57:15,2,1588
05-12-19 6:57:16,3,1571
05-12-19 6:57:16,2,2337
05-12-19 6:57:17,1,4357
05-12-19 6:57:17,2,1621
05-12-19 6:57:19,1,3814
05-12-19 6:57:19,2,4551
05-12-19 6:57:21,1,2165
05-12-19 6:57:21,4,2167
05-12-19 6:57:22,4,1601
05-12-19 6:57:22,1,3952
05-12-19 6:57:23,1,1829
05-12-19 6:57:23,3,1831
05-12-19 6:57:23,4,4408
05-12-19 6:57:23,2,1829
05-12-19 6:57:24,4,2619
05-12-19 6:57:25,3,3113
05-12-19 6:57:29,1,3530
05-12-19 6:57:29,1,1497
05-12-19 6:57:31,2,3983
05-12-19 6:57:31,2,1839
05-12-19 6:57:37,1,3651
05-12-19 6:57:37,1,1495
05-12-19 6:57:38,2,1614
05-12-19 6:57:41,1,4394
05-12-19 6:57:43,1,4406
05-12-19 6:57:44,3,4447
05-12-19 6:57:45,2,4440
05-12-19 6:57:45,2,4219
05-12-19 6:57:47,1,4450
05-12-19 6:57:47,1,1782
05-12-19 6:57:47,1,4226
05-12-19 6:57:48,4,4105
05-12-19 6:57:50,1,3573
05-12-19 6:57:51,4,4194
05-12-19 6:57:52,3,4468
05-12-19 6:57:52,1,1935
05-12-19 6:57:57,1,3974
05-12-19 6:57:58,1,4173
05-12-19 6:57:58,4,3759
05-12-19 6:57:58,2,2191
05-12-19 6:57:59,4,4192
05-12-19 6:58:00,1,1616
05-12-19 6:58:01,1,3021
05-12-19 6:58:02,4,3804
05-12-19 6:58:03,1,3544
05-12-19 6:58:04,2,1602
05-12-19 6:58:05,3,1529
05-12-19 6:58:06,3,3332
05-12-19 6:58:06,1,3148
05-12-19 6:58:08,4,2486
05-12-19 6:58:08,3,2484
05-12-19 6:58:10,2,2401
05-12-19 6:58:10,1,2766
05-12-19 6:58:11,1,3782
05-12-19 6:58:11,2,3042
05-12-19 6:58:12,4,1538
05-12-19 6:58:12,3,3486
05-12-19 6:58:15,1,1491
05-12-19 6:58:21,1,2314
05-12-19 6:58:22,1,3403
05-12-19 6:58:23,2,3260
05-12-19 6:58:23,2,3404
05-12-19 6:58:25,3,3199
05-12-19 6:58:26,3,2880
05-12-19 6:58:26,3,1688
05-12-19 6:58:28,3,3242
05-12-19 6:58:28,2,3788
05-12-19 6:58:28,4,1592
05-12-19 6:58:32,4,1688
05-12-19 6:58:32,3,2710
05-12-19 6:58:32,1,4457
05-12-19 6:58:32,2,2193
05-12-19 6:58:33,4,3489
05-12-19 6:58:35,3,2107
05-12-19 6:58:37,2,2210
05-12-19 6:58:37,2,4348
05-12-19 6:58:37,4,4355
05-12-19 6:58:38,4,4348
05-12-19 6:58:38,1,3278
05-12-19 6:58:40,3,3410
05-12-19 6:58:41,2,4350
05-12-19 6:58:42,2,3906
05-12-19 6:58:44,2,3439
05-12-19 6:58:44,3,1909
05-12-19 6:58:44,3,3438
05-12-19 6:58:46,1,4516
05-12-19 6:58:47,3,4206
05-12-19 6:58:47,3,1610
05-12-19 6:58:48,2,4475
05-12-19 6:58:48,2,4432
05-12-19 6:58:49,3,1593
05-12-19 6:58:53,4,1600
05-12-19 6:58:56,3,3251
05-12-19 6:58:57,4,4458
05-12-19 6:58:57,4,2294
05-12-19 6:58:59,2,4334
05-12-19 6:58:59,1,4546
05-12-19 6:58:59,1,2845
05-12-19 6:59:00,4,2667
05-12-19 6:59:03,3,3083
05-12-19 6:59:03,1,1654
05-12-19 6:59:05,3,4441
05-12-19 6:59:05,2,2908
05-12-19 6:59:07,1,2450
05-12-19 6:59:08,1,2145
05-12-19 6:59:09,2,3155
05-12-19 6:59:09,1,3473
05-12-19 6:59:09,1,3097
05-12-19 6:59:10,4,4377
05-12-19 6:59:11,3,2659
05-12-19 6:59:13,3,1775
05-12-19 6:59:16,2,3404
05-12-19 6:59:16,1,1486
05-12-19 6:59:18,4,3057
05-12-19 6:59:19,1,4529
05-12-19 6:59:19,2,4322
05-12-19 6:59:19,2,4530
05-12-19 6:59:19,4,2779
05-12-19 6:59:23,4,4384
05-12-19 6:59:25,4,2034
05-12-19 6:59:28,4,4111
05-12-19 6:59:30,1,1601
05-12-19 6:59:31,1,4470
05-12-19 6:59:31,3,2948
05-12-19 6:59:32,4,4386
05-12-19 6:59:32,2,1822
05-12-19 6:59:33,1,4317
05-12-19 6:59:33,1,3508
05-12-19 6:59:34,1,4448
05-12-19 6:59:38,2,4570
05-12-19 6:59:41,1,3097
05-12-19 6:59:44,1,4207
05-12-19 6:59:44,2,3114
05-12-19 6:59:44,3,4097
05-12-19 6:59:45,3,2066
05-12-19 6:59:46,1,1542
05-12-19 6:59:46,4,1544
05-12-19 6:59:46,1,1903
05-12-19 6:59:49,3,4051
05-12-19 6:59:50,2,3448
05-12-19 6:59:51,3,4475
05-12-19 6:59:51,1,1599
05-12-19 6:59:52,1,2092
05-12-19 6:59:55,2,1997
05-12-19 6:59:56,1,1487
05-12-19 6:59:56,3,4359
05-12-19 6:59:57,2,3862
05-12-19 6:59:59,2,4431
05-12-19 7:00:05,2,3799
05-12-19 7:00:05,1,4457
05-12-19 7:00:06,2,2660
05-12-19 7:00:09,4,2916
05-12-19 7:00:10,1,4100
05-12-19 7:00:11,4,4322
05-12-19 7:00:11,1,4066
05-12-19 7:00:12,1,3887
05-12-19 7:00:12,4,4336
05-12-19 7:00:13,2,1829
05-12-19 7:00:14,1,1632
05-12-19 7:00:16,1,1502
05-12-19 7:00:19,4,4022
05-12-19 7:00:19,4,1745
05-12-19 7:00:19,3,4398
05-12-19 7:00:21,3,2300
05-12-19 7:00:22,2,2779
05-12-19 7:00:23,1,3835
05-12-19 7:00:23,1,2552
05-12-19 7:00:24,1,4440
05-12-19 7:00:25,4,3209
05-12-19 7:00:26,1,1653
05-12-19 7:00:26,2,1570
05-12-19 7:00:27,1,1502
05-12-19 7:00:29,1,4400
05-12-19 7:00:29,4,2736
05-12-19 7:00:30,1,4460
05-12-19 7:00:35,2,4517
05-12-19 7:00:37,3,3126
05-12-19 7:00:37,4,2985
05-12-19 7:00:38,4,2654
05-12-19 7:00:39,1,2257
05-12-19 7:00:40,1,4116
05-12-19 7:00:41,2,4362
05-12-19 7:00:42,4,2111
05-12-19 7:00:45,2,4447
05-12-19 7:00:45,4,3871
05-12-19 7:00:47,1,4370
05-12-19 7:00:47,4,4373
05-12-19 7:00:47,1,4436
05-12-19 7:00:48,2,3611
05-12-19 7:00:49,2,1866
05-12-19 7:00:50,2,4546
05-12-19 7:00:52,3,3759
05-12-19 7:00:52,2,2380
05-12-19 7:00:55,2,4164
05-12-19 7:00:55,2,3613
05-12-19 7:00:55,2,2641
05-12-19 7:00:55,2,4107
05-12-19 7:00:56,2,2758
05-12-19 7:00:56,3,1752
05-12-19 7:00:57,2,3608
05-12-19 7:01:02,3,2561
05-12-19 7:01:02,3,2869
05-12-19 7:01:02,4,1995
05-12-19 7:01:03,3,4205
05-12-19 7:01:05,2,4383
05-12-19 7:01:05,4,3527
05-12-19 7:01:05,2,3961
05-12-19 7:01:08,1,3551
05-12-19 7:01:09,1,2194
05-12-19 7:01:12,3,1572
05-12-19 7:01:13,2,4539
05-12-19 7:01:14,1,2262
05-12-19 7:01:18,2,2827
05-12-19 7:01:21,2,3543
05-12-19 7:01:22,1,4469
05-12-19 7:01:23,1,4253
05-12-19 7:01:27,3,3470
05-12-19 7:01:27,3,3469
05-12-19 7:01:28,2,1485
05-12-19 7:01:29,2,1630
05-12-19 7:01:29,1,2997
05-12-19 7:01:29,3,2995
05-12-19 7:01:30,4,3117
05-12-19 7:01:31,2,3097
05-12-19 7:01:31,2,3120
05-12-19 7:01:31,4,3626
05-12-19 7:01:33,4,2392
05-12-19 7:01:33,3,3111
05-12-19 7:01:33,2,2390
05-12-19 7:01:33,2,1953
05-12-19 7:01:33,2,3112
05-12-19 7:01:35,4,3111
05-12-19 7:01:35,1,1491
05-12-19 7:01:37,2,3540
05-12-19 7:01:38,1,4000
05-12-19 7:01:40,3,2091
05-12-19 7:01:43,4,4303
05-12-19 7:01:44,3,4489
05-12-19 7:01:45,1,2048
05-12-19 7:01:48,2,2144
05-12-19 7:01:48,3,1891
05-12-19 7:01:49,2,2236
05-12-19 7:01:50,1,1563
05-12-19 7:01:50,3,2442
05-12-19 7:01:51,4,1553
05-12-19 7:01:52,3,3193
05-12-19 7:01:52,1,4065
05-12-19 7:01:54,1,1880
05-12-19 7:01:54,2,2272
05-12-19 7:01:54,2,3821
05-12-19 7:01:55,3,1452
05-12-19 7:01:56,3,4389
05-12-19 7:01:57,1,1616
05-12-19 7:01:58,1,3918
05-12-19 7:01:59,1,3899
05-12-19 7:02:01,2,3196
05-12-19 7:02:01,4,1938
05-12-19 7:02:04,2,3094
05-12-19 7:02:05,1,4519
05-12-19 7:02:08,1,4284
05-12-19 7:02:08,1,2617
05-12-19 7:02:10,1,4347
05-12-19 7:02:14,4,2210
05-12-19 7:02:14,1,2200
05-12-19 7:02:17,3,2872
05-12-19 7:02:19,2,4312
05-12-19 7:02:19,2,4030
05-12-19 7:02:19,4,4314
05-12-19 7:02:20,2,3804
05-12-19 7:02:20,1,1440
05-12-19 7:02:20,2,4311
05-12-19 7:02:23,2,4317
05-12-19 7:02:23,4,2427
05-12-19 7:02:24,2,3158
05-12-19 7:02:24,4,2751
05-12-19 7:02:24,3,4444
05-12-19 7:02:24,2,2425
05-12-19 7:02:25,3,4157
05-12-19 7:02:26,3,3030
05-12-19 7:02:27,1,4390
05-12-19 7:02:28,2,4410
05-12-19 7:02:31,1,1482
05-12-19 7:02:31,1,4541
05-12-19 7:02:33,4,2827
05-12-19 7:02:34,1,2416
05-12-19 7:02:35,3,2724
05-12-19 7:02:35,4,2637
05-12-19 7:02:37,3,2167
05-12-19 7:02:39,2,2707
05-12-19 7:02:39,2,4175
05-12-19 7:02:40,3,1681
05-12-19 7:02:41,1,4394
05-12-19 7:02:41,3,2856
05-12-19 7:02:43,4,1639
05-12-19 7:02:45,2,1610
05-12-19 7:02:45,4,4435
05-12-19 7:02:46,4,3803
05-12-19 7:02:46,4,2128
05-12-19 7:02:46,1,2842
05-12-19 7:02:49,2,2744
05-12-19 7:02:49,2,1827
05-12-19 7:02:51,4,2007
05-12-19 7:02:52,2,2178
05-12-19 7:02:53,3,2856
05-12-19 7:02:54,1,2624
05-12-19 7:02:56,1,2255
05-12-19 7:02:56,3,4395
05-12-19 7:02:56,3,3510
05-12-19 7:02:57,1,1700
05-12-19 7:02:57,1,2018
05-12-19 7:02:58,3,2855
05-12-19 7:02:59,4,1499
05-12-19 7:02:59,1,2195
05-12-19 7:03:01,2,2911
05-12-19 7:03:01,2,2066
05-12-19 7:03:02,2,2810
05-12-19 7:03:03,2,3664
05-12-19 7:03:07,3,4445
05-12-19 7:03:08,3,1990
05-12-19 7:03:09,4,1633
05-12-19 7:03:09,3,1490
05-12-19 7:03:10,3,4378
05-12-19 7:03:11,4,3524
05-12-19 7:03:13,2,1771
05-12-19 7:03:14,1,4472
05-12-19 7:03:15,4,2742
05-12-19 7:03:16,2,2206
