date,value,type
9:45:21,1503,1
9:45:22,1566,1
9:45:22,2099,1
9:45:22,2160,4
9:45:30,3945,2
9:45:32,4337,3
9:45:34,3275,2
9:45:36,2315,3
9:45:44,2765,4
9:45:46,4448,2
9:45:46,4414,3
9:45:49,3595,4
9:45:54,4479,2
9:45:55,1495,1
9:45:59,4288,4
9:46:00,2701,1
9:46:03,3151,2
9:46:05,3580,3
9:46:05,1498,2
9:46:05,4445,2
9:46:05,1920,3
9:46:07,3252,1
9:46:11,3749,2
9:46:16,2033,1
9:46:19,1589,2
9:46:23,4441,2
9:46:24,4355,2
9:46:25,2200,2
9:46:29,1474,1
9:46:29,4441,2
9:46:31,4520,4
9:46:32,4519,3
9:46:32,4519,1
9:46:33,2053,4
9:46:34,1831,3
9:46:35,4326,1
9:46:41,1465,3
9:46:45,4424,1
9:46:46,4398,2
9:46:48,2764,2
9:46:57,4376,2
9:46:57,4377,3
9:47:00,4380,3
9:47:04,2744,4
9:47:08,1505,1
9:47:10,2319,1
9:47:12,1703,2
9:47:14,1705,3
9:47:21,1611,2
9:47:32,4356,2
9:47:33,4541,1
9:47:36,3074,1
9:47:40,2447,2
9:47:41,3072,3
9:47:44,4543,1
9:47:48,1479,1
9:47:54,3350,2
9:47:58,2193,2
9:48:01,4114,2
9:48:04,2744,4
9:48:05,1594,1
9:48:05,1620,2
9:48:07,1598,4
9:48:08,2877,4
9:48:10,2599,2
9:48:10,2198,1
9:48:12,1440,1
9:48:12,4315,1
9:48:14,1441,1
9:48:17,3256,1
9:48:18,1537,2
9:48:21,1491,1
9:48:22,1663,2
9:48:29,1602,3
9:48:29,4264,2
9:48:31,2297,1
9:48:31,3775,4
9:48:36,1993,4
9:48:39,2949,2
9:48:40,2750,4
9:48:41,4025,1
9:48:48,1643,4
9:48:51,3956,1
9:48:54,4558,1
9:48:55,4097,4
9:48:56,4104,3
9:49:01,2466,3
9:49:01,2319,3
9:49:02,4425,2
9:49:02,2307,4
9:49:13,1474,2
9:49:13,4481,1
9:49:14,1650,1
9:49:17,3134,2
9:49:17,2437,1
9:49:25,1585,2
9:49:29,3003,4
9:49:33,1592,1
9:49:34,4133,1
9:49:35,4324,2
9:49:41,3591,1
9:49:45,2800,1
9:49:50,1487,1
9:49:51,3527,3
9:49:54,3176,1
9:49:55,3122,4
9:49:57,2318,1
9:50:01,4451,3
9:50:01,4442,2
9:50:06,4029,1
9:50:07,4264,1
9:50:11,4174,3
9:50:11,1481,1
9:50:13,3778,3
9:50:15,2543,3
9:50:18,1618,4
9:50:23,3358,3
9:50:26,2581,2
9:50:28,2182,1
9:50:36,1590,1
9:50:36,3897,2
9:50:40,2580,2
9:50:44,3888,4
9:50:46,2363,4
9:50:50,1584,2
9:50:54,1630,1
9:50:58,3866,2
9:50:59,4563,1
9:51:01,3370,4
9:51:03,3570,1
9:51:04,2384,4
9:51:04,3611,2
9:51:13,3465,4
9:51:14,3964,1
9:51:18,2016,1
9:51:19,3926,1
9:51:20,2970,2
9:51:24,4159,2
9:51:27,4328,1
9:51:28,4426,1
9:51:28,1466,1
9:51:32,4128,1
9:51:36,2015,2
9:51:36,4172,2
9:51:36,4054,2
9:51:40,1450,1
9:51:44,1585,1
9:51:47,1684,1
9:51:48,4126,1
9:51:51,2680,3
9:51:55,4516,1
9:51:59,4432,2
9:52:07,4294,2
9:52:09,4424,1
9:52:12,4425,1
9:52:19,2133,4
9:52:21,4433,1
9:52:24,3364,1
9:52:30,1985,2
9:52:32,1491,1
9:52:34,4559,2
9:52:34,4164,2
9:52:35,4162,4
9:52:36,2864,4
9:52:38,1466,1
9:52:38,1801,2
9:52:39,1802,3
9:52:39,1801,3
9:52:41,3887,4
9:52:43,4311,4
9:52:48,4548,1
9:52:51,4396,1
9:52:53,4516,2
9:52:53,1557,1
9:52:54,3016,1
9:52:55,4531,1
9:53:01,1635,1
9:53:08,3418,4
9:53:15,3495,3
9:53:18,1620,4
9:53:22,4231,1
9:53:23,4386,1
9:53:28,1597,1
9:53:35,1495,2
9:53:40,4205,1
9:53:41,2198,1
9:53:43,3947,3
9:53:44,4510,2
9:53:49,2672,4
9:53:51,1491,3
9:53:51,4564,1
9:53:51,2638,4
9:53:55,1791,1
9:53:57,4558,1
9:53:57,3356,3
9:54:00,1582,4
9:54:02,4171,4
9:54:04,1481,1
9:54:06,3135,4
9:54:07,4562,1
9:54:18,4155,1
9:54:27,1485,2
9:54:32,3878,1
9:54:36,1626,1
9:54:40,3935,1
9:54:45,3229,2
9:54:46,4138,2
9:54:50,3885,1
9:54:51,4443,1
9:54:53,1589,2
9:54:54,2816,4
9:54:55,4402,1
9:54:55,3910,1
9:54:56,2971,3
9:54:57,1795,3
9:54:58,2296,1
9:54:59,4398,2
9:55:07,4545,1
9:55:08,4438,2
9:55:27,2139,4
9:55:28,1489,2
9:55:30,1459,1
9:55:33,4526,2
9:55:40,4534,2
9:55:41,3848,1
9:55:43,4394,4
9:55:44,2045,1
9:55:46,3338,3
9:55:48,3563,3
9:55:49,3815,4
9:55:53,4397,3
9:55:56,2777,2
9:55:57,2869,3
9:55:58,2787,3
9:55:59,2215,3
9:56:11,3977,2
9:56:20,3875,3
9:56:21,3936,1
9:56:24,3740,2
9:56:25,1624,1
9:56:27,1513,1
9:56:29,1665,2
9:56:29,2685,4
9:56:29,1519,2
9:56:29,1908,2
9:56:33,4496,3
9:56:37,2711,1
9:56:37,2709,3
9:56:38,4040,1
9:56:39,2165,1
9:56:39,2404,1
9:56:40,3968,1
9:56:43,3854,1
9:56:44,2961,2
9:56:45,4557,1
9:56:45,2668,3
9:56:46,1930,1
9:56:50,1640,2
9:56:57,3052,4
9:57:02,1513,1
9:57:02,4432,2
9:57:04,2578,3
9:57:04,4147,1
9:57:06,1579,1
9:57:08,2572,4
9:57:12,1511,3
9:57:13,2897,2
9:57:15,4389,1
9:57:15,4536,1
9:57:18,1763,1
9:57:20,4408,1
9:57:26,3891,2
9:57:31,2752,2
9:57:31,4555,4
9:57:32,1632,3
9:57:34,4293,1
9:57:36,4267,2
9:57:37,2505,2
9:57:37,2371,2
9:57:37,1538,1
9:57:38,1446,4
9:57:39,4396,1
9:57:43,4148,1
9:57:44,4430,1
9:57:50,3891,2
9:57:58,4472,3
9:57:59,2845,4
9:58:05,1723,1
9:58:12,4409,3
9:58:14,1497,4
9:58:15,4401,1
9:58:19,4395,1
9:58:20,3957,1
9:58:21,4479,1
9:58:28,3593,1
9:58:29,2870,2
9:58:34,1514,1
9:58:37,1496,2
9:58:38,1649,1
9:58:40,1593,1
9:58:40,1582,2
9:58:43,2188,1
9:58:47,4549,2
9:58:55,1700,1
9:58:56,4357,1
9:59:00,4509,1
9:59:00,4564,1
9:59:03,4489,1
9:59:05,4529,1
9:59:08,4138,3
9:59:11,2233,1
9:59:13,3890,2
9:59:22,4376,2
9:59:23,2229,3
9:59:32,1515,1
9:59:32,2871,4
9:59:40,4143,2
9:59:46,4445,4
9:59:48,4430,1
9:59:48,1680,2
9:59:56,1598,1
9:59:57,1597,2
10:00:03,2862,3
10:00:03,1720,2
10:00:04,1495,2
10:00:05,3153,2
10:00:06,4447,1
10:00:08,3882,1
10:00:09,4390,4
10:00:11,4459,2
10:00:12,4434,1
10:00:15,4431,1
10:00:15,3941,2
10:00:17,3290,2
10:00:18,2824,3
10:00:19,3391,3
10:00:22,1636,2
10:00:23,2658,3
10:00:23,4212,3
10:00:25,3373,2
10:00:27,2417,2
10:00:31,4431,2
10:00:32,4495,1
10:00:33,1629,2
10:00:35,3882,1
10:00:39,2210,1
10:00:41,3081,3
10:00:43,2952,2
10:00:44,3519,4
10:00:47,1588,3
10:00:47,4438,3
10:00:53,4556,1
10:00:55,3646,2
10:00:58,1628,4
10:00:59,1625,1
10:01:00,4391,3
10:01:04,4560,1
10:01:06,3996,2
10:01:11,4170,4
10:01:13,3904,1
10:01:17,4482,2
10:01:18,4351,3
10:01:20,3034,4
10:01:28,2030,4
10:01:29,1830,3
10:01:32,4024,3
10:01:36,4426,2
10:01:39,4447,1
10:01:41,2315,2
10:01:49,4124,1
10:02:09,1594,1
10:02:12,3384,1
10:02:15,1855,4
10:02:18,4543,1
10:02:20,1743,1
10:02:22,4547,2
10:02:22,3747,1
10:02:22,4490,1
10:02:27,1489,1
10:02:28,4192,4
10:02:30,1627,1
10:02:31,2177,1
10:02:40,4477,4
10:02:40,3079,1
10:02:42,4525,2
10:02:42,3144,2
10:02:44,1607,1
10:02:46,1621,2
10:02:47,1624,1
10:02:48,4442,4
10:02:48,2039,4
10:02:48,3271,2
10:02:49,2318,2
10:02:50,1514,1
10:02:57,2197,1
10:03:00,4087,1
10:03:02,3002,2
10:03:06,1460,1
10:03:06,3892,1
10:03:09,4163,2
10:03:10,4094,1
10:03:10,1613,1
10:03:12,4462,2
10:03:24,2409,2
10:03:26,1815,1
10:03:29,4265,1
10:03:29,2254,1
10:03:30,1564,1
10:03:30,4452,1
10:03:30,3600,2
10:03:30,4520,1
10:03:34,4531,1
10:03:34,4172,1
10:03:43,3083,4
10:03:44,2232,1
10:03:44,1626,1
10:03:46,4495,3
10:03:49,3313,4
10:03:51,4444,2
10:03:54,1762,1
10:03:58,1601,2
10:03:58,4437,2
10:04:01,4280,1
10:04:02,2202,3
10:04:16,4464,1
10:04:17,1738,1
10:04:19,3111,2
10:04:19,2750,2
10:04:20,1463,1
10:04:25,4323,4
10:04:25,1596,2
10:04:27,4429,1
10:04:34,1761,1
10:04:34,1595,2
10:04:38,2221,1
10:04:39,4449,2
10:04:40,3814,2
10:04:44,2568,1
10:04:55,4194,2
10:04:57,1524,2
10:05:05,1624,1
10:05:10,3578,1
10:05:10,1601,1
10:05:11,4440,1
10:05:14,1619,3
10:05:14,1619,4
10:05:21,4114,3
10:05:24,1498,2
10:05:24,3297,2
10:05:30,1502,2
10:05:32,1643,1
10:05:33,2525,1
10:05:41,3050,4
10:05:46,3727,1
10:05:46,3766,1
10:05:48,4536,1
10:05:50,4418,1
10:05:54,4261,2
10:06:00,2901,1
10:06:00,2902,2
10:06:01,1600,1
10:06:01,2902,2
10:06:13,4425,2
10:06:16,3370,4
10:06:16,1907,2
10:06:22,1490,3
10:06:22,1632,1
10:06:24,1655,3
10:06:24,2127,1
10:06:27,1605,3
10:06:27,4322,1
10:06:30,1594,1
10:06:34,3891,2
10:06:34,2956,3
10:06:40,1596,4
10:06:41,1474,1
10:06:42,2377,2
10:06:43,1501,2
10:06:43,1478,1
10:06:49,3909,1
10:06:50,1603,2
10:06:54,2058,2
10:06:56,4427,2
10:07:03,4491,2
10:07:05,4188,1
10:07:05,4362,1
10:07:09,2702,3
10:07:12,1600,1
10:07:12,4192,2
10:07:14,3058,4
10:07:16,1580,1
10:07:18,1461,4
10:07:20,2647,4
10:07:20,1707,2
10:07:27,1770,1
10:07:36,2155,4
10:07:40,2988,1
10:07:42,3659,2
10:07:42,3659,1
10:07:45,2419,4
10:07:48,1498,1
10:07:50,1653,3
10:07:50,1474,1
10:07:51,1480,1
10:07:53,4503,2
10:07:56,4473,2
10:08:04,3851,2
10:08:06,2316,1
10:08:08,4429,2
10:08:11,2316,4
10:08:13,1726,1
10:08:21,2526,2
10:08:34,2590,2
10:08:36,4348,1
10:08:39,4564,1
10:08:41,1787,1
10:08:43,4418,1
10:08:45,2373,1
10:08:47,4543,1
10:08:49,4540,1
10:08:50,4273,3
10:08:57,4458,3
10:08:58,4317,2
10:09:03,2470,4
10:09:06,4436,1
10:09:06,1651,1
10:09:06,3199,3
10:09:09,4522,1
10:09:10,4388,1
10:09:14,1601,1
10:09:17,2319,3
10:09:18,4205,2
10:09:20,4563,2
10:09:21,4314,2
10:09:23,4416,1
10:09:33,1526,3
10:09:44,1508,1
10:09:47,4455,2
10:09:48,3297,2
10:09:50,3398,2
10:09:52,4560,2
10:09:53,4027,1
10:09:56,4532,1
10:10:03,4436,2
10:10:17,4504,1
10:10:18,1529,4
10:10:19,1444,2
10:10:27,2956,4
10:10:27,4042,4
10:10:29,3943,1
10:10:37,3888,2
10:10:38,1813,1
10:10:38,4524,1
10:10:38,2618,1
10:10:41,4515,2
10:10:43,3092,2
10:10:44,3534,2
10:10:45,1594,1
10:10:48,4284,4
10:10:57,1981,4
10:11:09,1861,2
10:11:09,4412,2
10:11:10,1609,2
10:11:12,2276,3
10:11:19,2141,3
10:11:27,4566,1
10:11:31,3615,3
10:11:33,4271,3
10:11:35,3882,1
10:11:36,1586,1
10:11:38,4125,3
10:11:39,1479,1
10:11:40,4545,1
10:11:42,2206,1
10:11:44,4105,2
10:11:46,4543,2
10:11:46,4228,1
10:11:55,4031,1
10:11:59,4205,1
10:12:00,4219,4
10:12:03,3684,4
10:12:03,4379,2
10:12:06,3886,1
10:12:09,1637,2
10:12:12,1513,1
10:12:16,1587,2
10:12:20,4390,3
10:12:21,3870,2
10:12:28,1635,4
10:12:29,1481,2
10:12:33,3941,1
10:12:38,3387,2
10:12:44,1599,1
10:12:44,1606,1
10:12:45,1490,1
10:12:45,4029,1
10:12:49,1494,1
10:12:52,4172,4
10:12:53,2351,2
10:12:55,1652,2
10:12:56,1597,1
10:12:56,1596,1
10:12:56,1596,3
10:12:57,1494,1
10:12:59,4385,4
10:12:59,3984,1
10:13:02,4451,2
10:13:03,1458,1
10:13:04,4450,1
10:13:06,1966,1
10:13:09,3964,3
10:13:10,3606,2
10:13:14,1693,1
10:13:19,4382,1
10:13:26,1636,3
10:13:26,4157,1
10:13:36,4378,3
10:13:36,2533,3
10:13:36,2534,3
10:13:37,3037,1
10:13:38,1480,1
10:13:39,4500,1
10:13:41,1590,2
10:13:41,1563,1
10:13:42,1595,2
10:13:42,3685,3
10:13:43,4428,2
10:13:44,4402,2
10:13:45,2197,3
10:13:49,4528,2
10:13:51,2490,2
10:13:53,3187,2
10:13:55,3216,3
10:13:55,3229,3
10:14:02,3311,1
10:14:06,1902,3
10:14:18,4417,1
10:14:30,4563,1
10:14:30,1650,3
10:14:40,4033,1
10:14:55,1664,3
10:14:56,1582,1
10:14:58,4305,1
10:15:01,2223,4
10:15:01,4444,1
10:15:01,3900,1
10:15:02,1610,2
10:15:03,4425,1
10:15:05,1574,2
10:15:05,2867,2
10:15:07,1616,1
10:15:09,2017,1
10:15:11,4204,2
10:15:17,4204,3
10:15:18,4463,4
10:15:23,2062,1
10:15:24,2198,1
10:15:24,1490,1
10:15:25,4269,2
10:15:28,2510,4
10:15:34,4432,1
10:15:35,4508,4
10:15:35,1620,1
10:15:36,4315,2
10:15:54,2386,2
10:15:57,2951,1
10:15:59,4437,1
10:16:00,4156,1
10:16:02,1486,1
10:16:03,4167,3
10:16:05,4374,1
10:16:07,2820,1
10:16:07,3183,2
10:16:11,2564,4
10:16:13,3278,2
10:16:18,1794,3
10:16:24,1613,2
10:16:24,4157,1
10:16:28,2865,3
10:16:32,1673,2
10:16:34,3340,2
10:16:35,3032,1
10:16:35,1499,2
10:16:36,1651,4
10:16:38,3206,4
10:16:38,4078,1
10:16:39,3274,2
10:16:39,1637,2
10:16:44,4260,1
10:16:50,3959,2
10:16:51,1494,2
10:16:52,4532,4
10:16:56,4547,1
10:16:57,4390,1
10:16:57,1528,1
10:17:00,4369,1
10:17:02,2632,1
10:17:10,4343,3
10:17:11,1494,2
10:17:12,4445,1
10:17:17,2533,4
10:17:20,2322,1
10:17:24,4547,1
10:17:25,2167,2
10:17:28,1510,2
10:17:28,1509,1
10:17:31,2387,4
10:17:31,4154,3
10:17:38,2278,2
10:17:39,4379,1
10:17:39,4047,1
10:17:42,4251,1
10:17:47,4492,1
10:17:48,4530,1
10:17:49,1614,2
10:17:52,4531,1
10:17:57,1526,4
10:18:01,4206,1
10:18:02,4420,2
10:18:03,2034,1
10:18:05,2274,3
10:18:13,1594,2
10:18:14,3573,4
10:18:18,3536,4
10:18:26,4437,1
10:18:31,4365,2
10:18:37,1648,1
10:18:39,1505,1
10:18:40,4271,1
10:18:42,4491,1
10:18:52,4103,4
10:18:54,2935,1
10:18:54,2383,2
10:18:55,2927,2
10:18:57,2090,4
10:19:04,1501,1
10:19:04,3130,2
10:19:07,3892,2
10:19:12,1490,2
10:19:13,2995,4
10:19:16,2622,3
10:19:17,4107,1
10:19:20,4159,1
10:19:20,3732,2
10:19:21,2787,1
10:19:22,3520,2
10:19:27,2959,2
10:19:30,4334,2
10:19:33,3808,1
10:19:35,1752,4
10:19:36,1503,1
10:19:45,2204,1
10:19:45,2539,2
10:19:46,2419,4
10:19:46,2368,2
10:19:46,2438,2
10:19:47,3965,2
10:19:47,3965,1
10:19:48,3458,3
10:19:49,4436,1
10:19:49,3148,1
10:19:51,2768,4
10:19:55,2920,1
10:19:56,4452,1
10:20:05,1942,3
10:20:07,1604,2
10:20:19,3411,2
10:20:20,1633,2
10:20:20,4204,1
10:20:21,2895,1
10:20:23,1759,1
10:20:24,2722,2
10:20:24,2730,2
10:20:26,2519,1
10:20:35,3028,3
10:20:41,4452,2
10:20:42,4440,1
10:20:47,3039,1
10:20:49,1618,1
10:20:54,2753,2
10:20:54,2506,2
10:20:56,4450,1
10:20:56,4281,1
10:20:57,1772,4
10:21:03,1916,4
10:21:06,1626,1
10:21:12,1491,1
10:21:18,1523,2
10:21:21,3894,1
10:21:21,4543,1
10:21:21,3041,1
10:21:23,2776,4
10:21:26,2586,1
10:21:28,4539,3
10:21:29,4070,2
10:21:32,1867,4
10:21:35,4553,2
10:21:39,2875,2
10:21:43,3136,4
10:21:46,2227,1
10:21:47,2222,1
10:21:51,4441,1
10:21:52,1504,2
10:21:53,3952,1
10:21:54,3955,2
10:21:55,3903,4
10:21:55,3116,1
10:21:55,1499,2
10:21:56,3809,2
10:21:57,3322,4
10:21:59,4449,2
10:22:01,3893,1
10:22:03,4470,1
10:22:04,2870,2
10:22:04,1686,1
10:22:05,4292,2
10:22:06,4512,4
10:22:16,2854,1
10:22:17,2720,2
10:22:24,4402,1
10:22:28,4431,1
10:22:31,2665,2
10:22:39,3750,4
10:22:39,3750,2
10:22:40,1892,4
10:22:41,1582,2
10:22:50,2592,3
10:22:57,2844,1
10:22:57,2208,2
10:23:03,4029,2
10:23:08,4314,2
10:23:09,1833,2
10:23:10,1507,1
10:23:11,1494,1
10:23:12,2905,1
10:23:14,4448,4
10:23:20,4043,1
10:23:22,3965,2
10:23:23,1500,1
10:23:25,3266,4
10:23:25,3821,4
10:23:26,1519,1
10:23:29,4426,2
10:23:29,4429,2
10:23:30,1484,1
10:23:31,4393,2
10:23:31,4439,2
10:23:32,4094,2
10:23:32,4447,2
10:23:33,4096,2
10:23:33,2214,1
10:23:38,4152,1
10:23:39,4454,2
10:23:42,2985,1
10:23:44,3767,4
10:23:44,1497,1
10:23:47,1477,1
10:23:47,2090,4
10:23:48,1508,2
10:23:48,4146,1
10:23:48,3693,2
10:23:49,1507,1
10:23:56,2321,2
10:24:03,2725,2
10:24:04,2121,1
10:24:10,2151,3
10:24:26,1519,1
10:24:27,1505,3
10:24:28,4569,4
10:24:32,2417,4
10:24:32,1705,2
10:24:33,3920,2
10:24:38,3130,1
10:24:38,2620,4
10:24:39,4449,4
10:24:44,1511,1
10:24:49,1981,2
10:24:58,4222,1
10:24:59,4194,4
10:25:05,3583,2
10:25:07,1870,2
10:25:09,4079,2
10:25:13,4117,4
10:25:15,4543,1
10:25:15,4167,1
10:25:16,4114,2
10:25:18,1615,4
10:25:18,4096,1
10:25:19,1513,1
10:25:20,2214,1
10:25:21,1512,2
10:25:22,4429,1
10:25:23,3857,1
10:25:26,3900,2
10:25:36,1608,1
10:25:36,2195,1
10:25:36,1595,2
10:25:41,1486,2
10:25:41,3042,2
10:25:46,3812,4
10:25:47,1631,2
10:25:48,1597,2
10:25:48,4565,3
10:25:49,1661,1
10:25:53,4420,1
10:26:08,4352,4
10:26:09,4546,2
10:26:11,4069,1
10:26:13,1521,1
10:26:15,2161,1
10:26:16,3010,3
10:26:17,3418,1
10:26:18,1641,3
10:26:18,4532,3
10:26:26,3625,1
10:26:26,3952,4
10:26:29,2389,3
10:26:33,4363,1
10:26:33,4317,1
10:26:37,1509,3
10:26:39,3454,2
10:26:46,1595,1
10:26:51,1503,1
10:26:55,3899,3
10:26:55,3228,4
10:26:56,1493,1
10:26:58,4445,2
10:27:00,2969,2
10:27:03,4143,2
10:27:03,1653,1
10:27:05,3953,2
10:27:08,1598,2
10:27:10,3022,2
10:27:11,3037,2
10:27:15,1575,1
10:27:19,3450,4
10:27:21,1496,2
10:27:27,3169,1
10:27:29,3606,2
10:27:30,3892,3
10:27:30,1624,2
10:27:33,1601,1
10:27:41,4429,3
10:27:51,1610,1
10:27:53,1618,2
10:27:54,3525,1
10:28:00,1516,2
10:28:01,1676,1
10:28:06,1716,2
10:28:14,4209,2
10:28:16,3582,2
10:28:16,1581,1
10:28:19,3888,1
10:28:20,1457,1
10:28:20,1486,3
10:28:23,3979,2
10:28:24,4030,2
10:28:24,1577,1
10:28:26,1475,2
10:28:26,1601,3
10:28:29,3441,2
10:28:30,4116,4
10:28:31,1558,1
10:28:32,1639,1
10:28:32,4286,1
10:28:34,1592,3
10:28:37,4457,1
10:28:39,2927,1
10:28:50,1635,3
10:28:53,4369,3
10:28:56,1532,2
10:28:59,1493,2
10:29:04,1584,1
10:29:05,4159,4
10:29:08,4400,3
10:29:12,2694,2
10:29:13,2378,4
10:29:13,1501,1
10:29:15,4367,1
10:29:16,3880,2
10:29:17,2205,1
10:29:19,4390,2
10:29:21,2821,3
10:29:37,3856,1
10:29:38,1514,1
10:29:38,2829,1
10:29:41,1496,1
10:29:45,2909,1
10:29:46,4178,1
10:29:53,4488,1
10:29:58,2415,1
10:29:59,1585,2
10:30:01,4327,3
10:30:05,4227,1
10:30:08,2968,2
10:30:17,4162,3
10:30:18,1514,1
10:30:20,4216,3
10:30:22,2839,1
10:30:22,2832,2
10:30:23,1511,2
10:30:24,1639,1
10:30:25,2045,2
10:30:27,2280,2
10:30:36,3217,4
10:30:39,4442,2
10:30:47,1617,4
10:30:48,2461,2
10:30:49,4355,4
10:30:52,4211,2
10:30:58,3634,1
10:31:03,1699,1
10:31:04,2690,2
10:31:04,2631,2
10:31:06,3672,3
10:31:10,2873,4
10:31:12,1656,2
10:31:16,1523,1
10:31:22,4539,1
10:31:24,4440,1
10:31:29,1516,1
10:31:32,4559,1
10:31:40,3888,1
10:31:44,1768,1
10:31:48,1462,4
10:31:49,3393,4
10:31:53,2597,4
10:31:53,1524,2
10:31:56,1557,1
10:31:59,2209,1
10:32:00,4293,3
10:32:03,3665,1
10:32:07,2745,4
10:32:09,1488,1
10:32:19,2199,3
10:32:24,4046,1
10:32:24,1530,1
10:32:24,4335,2
10:32:26,1605,2
10:32:29,2746,2
10:32:32,3208,1
10:32:32,4183,1
10:32:33,3076,3
10:32:35,4546,1
10:32:42,4032,1
10:32:45,4445,1
10:32:45,2624,2
10:32:56,2060,3
10:33:01,3894,1
10:33:02,3756,2
10:33:08,4490,1
10:33:08,1622,1
10:33:13,4484,1
10:33:14,4179,1
10:33:15,4565,1
10:33:18,1506,2
10:33:20,3257,4
10:33:21,3886,1
10:33:23,4186,2
10:33:24,4431,3
10:33:29,1446,1
10:33:30,2729,2
10:33:32,4429,1
10:33:37,3519,1
10:33:40,2023,4
10:33:43,2568,1
10:33:48,4444,3
10:33:50,1631,1
10:33:51,1529,1
10:33:52,4453,1
10:33:54,2207,1
10:33:55,2250,4
10:33:57,4066,1
10:34:02,3811,2
10:34:03,3792,3
10:34:04,1508,3
10:34:07,4439,1
10:34:07,1602,1
10:34:08,2388,1
10:34:20,4530,4
10:34:23,4357,2
10:34:25,1554,4
10:34:25,4469,2
10:34:31,3200,3
10:34:33,4023,1
10:34:41,3191,4
10:34:49,3118,3
10:34:49,3174,2
10:34:51,1521,2
10:34:53,1685,1
10:34:54,3275,4
10:34:54,1499,2
10:34:59,4431,1
10:35:02,1496,1
10:35:02,3329,4
10:35:03,4416,3
10:35:08,4454,1
10:35:09,1509,1
10:35:10,1517,1
10:35:11,4031,2
10:35:13,1950,4
10:35:13,3453,2
10:35:20,1496,2
10:35:29,3465,1
10:35:31,3978,1
10:35:33,2782,2
10:35:34,3904,1
10:35:39,4448,2
10:35:39,4350,2
10:35:40,1644,4
10:35:42,1637,1
10:35:46,4140,2
10:35:49,2599,2
10:35:53,1606,4
10:35:55,2844,3
10:36:00,1466,4
10:36:01,2403,3
10:36:02,2948,2
10:36:03,4365,4
10:36:04,2394,4
10:36:08,4454,2
10:36:13,4020,3
10:36:14,4412,1
10:36:18,2211,1
10:36:19,4196,4
10:36:29,2514,4
10:36:30,3045,2
10:36:35,2259,4
10:36:36,1573,3
10:36:38,2170,1
10:36:41,1514,3
10:36:49,1729,1
10:36:50,3425,1
10:36:50,4537,1
10:36:51,1610,1
10:36:58,2218,1
10:36:58,3623,1
10:37:07,2001,2
10:37:15,2466,2
10:37:17,4266,1
10:37:18,1507,1
10:37:23,4106,3
10:37:31,3026,2
10:37:35,3143,2
10:37:40,2330,1
10:37:45,4478,4
10:37:48,3910,1
10:37:49,4548,4
10:37:49,2110,2
10:37:51,4567,4
10:38:02,2976,1
10:38:07,2485,2
10:38:09,4327,1
10:38:09,1834,1
10:38:10,4459,3
10:38:11,4485,2
10:38:12,1509,2
10:38:12,1640,1
10:38:13,3755,3
10:38:18,1945,3
10:38:22,4431,2
10:38:27,3451,4
10:38:35,3039,2
10:38:35,1649,4
10:38:35,4572,3
10:38:35,4569,1
10:38:36,1691,2
10:38:36,1496,1
10:38:37,2997,2
10:38:37,4574,2
10:38:42,4573,3
10:38:47,4329,2
10:38:48,2811,4
10:38:54,4000,2
10:38:55,1606,1
10:38:58,1617,3
10:39:00,3374,4
10:39:05,1618,4
10:39:14,1499,1
10:39:24,2398,1
10:39:27,1731,2
10:39:29,1510,1
10:39:31,1895,4
10:39:32,3413,2
10:39:32,1540,1
10:39:40,1604,2
10:39:47,4129,1
10:39:47,3525,1
10:39:53,4440,3
10:39:54,4289,2
10:39:56,1638,1
10:39:59,1517,2
10:40:00,4571,1
10:40:01,4178,1
10:40:04,4205,1
10:40:07,1611,4
10:40:09,1513,3
10:40:09,3153,2
10:40:14,3901,1
10:40:16,4571,1
10:40:17,1521,1
10:40:18,1498,1
10:40:21,2838,1
10:40:24,4145,2
10:40:27,2394,1
10:40:52,3502,2
10:40:53,3868,1
10:40:58,1509,1
10:41:01,4455,1
10:41:02,4572,1
10:41:04,4443,2
10:41:08,3832,2
10:41:09,1663,3
10:41:09,4444,1
10:41:13,4543,1
10:41:18,3034,2
10:41:24,3893,2
10:41:24,1514,1
10:41:26,4152,1
10:41:27,4468,2
10:41:30,2683,2
10:41:33,4457,1
10:41:34,2613,2
10:41:39,1520,1
10:41:42,3776,4
10:41:42,3188,3
10:41:43,3928,1
10:41:46,1660,3
10:41:49,2027,2
10:41:55,2297,2
10:41:55,1637,1
10:42:05,3393,2
10:42:13,4548,3
10:42:17,1579,2
10:42:19,2532,1
10:42:24,4213,1
10:42:25,4448,2
10:42:34,2332,2
10:42:38,3493,2
10:42:39,4558,3
10:42:40,4244,1
10:42:42,2163,1
10:42:46,1615,1
10:42:49,3782,3
10:42:54,2327,1
10:42:59,1639,2
10:43:02,4266,2
10:43:04,1488,1
10:43:07,4519,1
10:43:11,1603,1
10:43:13,4565,1
10:43:17,4451,4
10:43:19,2917,3
10:43:21,1533,1
10:43:25,2163,4
10:43:25,1504,1
10:43:27,2212,1
10:43:27,2347,2
10:43:31,1809,1
10:43:36,1494,1
10:43:37,4430,1
10:43:39,3055,1
10:43:39,4400,4
10:43:40,1764,1
10:43:41,4553,1
10:43:47,3990,1
10:43:47,2591,4
10:43:50,2391,4
10:43:51,3487,4
10:43:51,3893,1
10:44:01,3918,1
10:44:07,1704,3
